Id,Content
Zuoyequnxing_165_6,"Bởi vì cuối cùng, tôi đã có một 'kiệt tác' xứng đáng để bạn chú ý."
Zuoyequnxing_165_7,Bạn đã thâm nhập vào Collective vì Denia và Hiyuki. Bạn muốn sức mạnh của Leviathan... để hợp nhất chúng thành một.
Zuoyequnxing_165_8,Denia luôn là một sáng tạo của Fractsidus. Cô ấy vinh dự được sử dụng đúng mục đích.
Zuoyequnxing_165_9,Một tạo vật...?
Zuoyequnxing_165_10,"Sự thất vọng liên quan đến Mya đã khiến tôi phải suy ngẫm. Nếu tôi có thể tạo ra một vật chứa vượt trội, một vật được tinh luyện bằng tinh thần của Miko, có lẽ nó sẽ mang trọn vẹn sức mạnh của một Threnodian."
Zuoyequnxing_165_11,"Về kết quả... Lady Miko, chắc hẳn bạn sẽ hiểu rõ hơn tôi nhiều."
Zuoyequnxing_165_12,"Những trò chơi chữ cũng chẳng thể thay đổi được sự thất bại của ngươi. Cút đi, cái avatar tẻ nhạt."
Zuoyequnxing_165_13,"Thất bại ư? Không. Nghe đây hai cậu, tôi chỉ đang cho Solaris thấy một ""khả năng"" khác mà thôi."
Zuoyequnxing_165_14,"Nếu chúng ta tạo ra một Denia, chúng ta có thể tạo ra một cái khác. Và một cái khác nữa. Cho đến khi chúng ta nắm trong tay một Cộng Hưởng Giả Threnodian hoàn chỉnh và ngoan ngoãn."
Zuoyequnxing_165_15,Tương lai vay mượn của chính bạn đã cho bạn thấy điều đó. Một Cộng Hưởng Giả Threnodian đích thực sẽ tồn tại.
Zuoyequnxing_165_16,Cứu... cứu tôi...
Zuoyequnxing_165_17,"Tsk, tsk. Tất cả những nỗ lực tuyệt vọng trên bánh xe đó, mà bạn vẫn chưa đạt được. Tôi sẽ phải loại bỏ bạn."
Zuoyequnxing_165_18,...
Zuoyequnxing_165_19,"Dù cô ấy có cố chối bỏ điều gì đi nữa, khoảng trống trong trái tim cô ấy vẫn giống với Aleph-1. Sự trống rỗng ấy... sẽ luôn kéo cô ấy về phía sức mạnh của Threnodian."
Zuoyequnxing_165_20,"Nếu cậu nhất định phải đuổi theo cô ấy thì cứ làm đi. Cậu yêu thích việc đóng vai 'vị cứu tinh' quá nhỉ, {PlayerName}."
Zuoyequnxing_165_21,Còn về cái avatar này... tôi sẽ không bắt bạn phải bận tâm nữa.
Zuoyequnxing_165_22,Lãng phí thời gian vào bất kỳ hình đại diện nào của họ đều vô ích...
Zuoyequnxing_165_23,"Nào, Hiyuki. Phong ấn đã mở. Chúng ta có việc phải làm... Denia cần chúng ta."
Zuoyequnxing_165_24,"Nếu bạn muốn, tôi có thể kể cho bạn nghe về lịch sử của tôi với Fractsidus. Nhưng tất nhiên, Denia là vấn đề cấp bách hơn."
Zuoyequnxing_165_25,"Không khó để đoán ra... Kiến Trúc Sư Vĩ Đại đã nhắm đến sức mạnh của bạn, với thân phận Miko của Hoa Anh Đào Rực Lửa, phải không?"
Zuoyequnxing_165_26,"Nhưng như bạn đã nói, bạn đã thiêu rụi tương lai đó với tư cách là một Cộng Hưởng Giả Threnodian. Bạn đã xong với chúng rồi."
Zuoyequnxing_165_27,Điều khiến tôi lo lắng nhất lúc này là tình trạng của Denia.
Zuoyequnxing_165_28,Tôi e rằng... đứa trẻ đó có lẽ đã là...
Zuoyequnxing_165_29,"Kiến Trúc Sư Vĩ Đại lại xuất hiện trước mặt bạn, lần này cùng với hai Denia, đôi mắt họ trống rỗng. Grand Architect khoe cô ấy như một trong những ""kiệt tác"" của mình, một Cộng Hưởng Giả Threnodian được tạo ra nhân tạo. Nhưng Denia đơn độc không thể chịu nổi toàn bộ sức mạnh của Aleph-1, và bị Grand Architect loại bỏ như một ""sáng tạo vô giá trị.""
Bạn và Hiyuki tiếp tục tiến về phía Denia đổ nát."
Zuoyequnxing_166_1,Aleph-1... Ta nguyền rủa ngươi...
Zuoyequnxing_168_1,Không thể... bước vào...
Zuoyequnxing_168_2,Hãy nghỉ ngơi đi.
Zuoyequnxing_168_3,Đừng lo lắng. Tần số Voidmatter bên trong cô ấy đã suy yếu. Cô ấy sẽ hồi phục.
Zuoyequnxing_168_4,Cảm ơn bạn đã chăm sóc cô ấy.
Zuoyequnxing_168_5,Tốt. Mọi chuyện ở đây đã ổn thỏa.
Zuoyequnxing_168_6,"Xin thứ lỗi, nhưng tôi e rằng việc chờ đợi Voidmatter lan rộng sẽ quá lâu. Cách này sẽ nhanh hơn."
Zuoyequnxing_168_7,Để tôi lo việc này. Thời hạn của bạn với Mr. Chase không còn nhiều thời gian nữa.
Zuoyequnxing_168_8,"Shiratori của tôi có thể dẫn bạn qua Voidmatter, nhưng nồng độ ở đây đã vượt quá sức mạnh của nó."
Zuoyequnxing_168_9,"Vậy nên, tôi sẽ khai thác sức mạnh từ một tương lai nơi tôi đã học cách điều khiển nó một cách trọn vẹn."
Zuoyequnxing_168_10,Nó sẽ bảo vệ bạn và giúp bạn tìm ra con đường bạn đang tìm kiếm.
Zuoyequnxing_168_11,Phần còn lại... là điều bạn phải đối mặt.
Zuoyequnxing_168_12,"Cảm ơn, Hiyuki."
Zuoyequnxing_168_13,"{PlayerName}, tôi đã đọc báo cáo của Spacetrek Collective về Aemeath."
Zuoyequnxing_168_14,"Cô ấy đã viết rằng ý định của cô ấy là... ""Cứu thế giới."""
Zuoyequnxing_168_15,Lucilla nói rằng bạn là người thân của cô ấy. Tôi đoán bạn chính là lý do cô ấy sở hữu tầm nhìn đó.
Zuoyequnxing_168_16,"Bạn có hối hận không? Đã dẫn cô ấy đến con đường của ""vị cứu tinh""? Một cuộc đời đầy đau khổ và giằng xé?"
Zuoyequnxing_168_17,"Để bảo vệ, người ta buộc phải bước đi con đường này một mình."
Zuoyequnxing_168_18,"Và những ai bước đi nơi đó chỉ vì sự ngưỡng mộ, rồi sẽ lạc lối trong vũng lầy..."
Zuoyequnxing_168_19,"Không, Hiyuki. Tôi không tìm Aemeath để trút bỏ những hối tiếc của mình."
Zuoyequnxing_168_20,"Tôi muốn tìm cô ấy, để có thể nói cho cô ấy biết..."
Zuoyequnxing_168_21,Tôi mong sẽ làm anh tự hào. Tôi mong mình đã không khiến anh thất vọng...
Zuoyequnxing_168_22,Tôi luôn tự hào về cô ấy.
Zuoyequnxing_168_23,"Cô ấy đã chọn đồng hành cùng tôi trên con đường này, nên tôi biết mình không hề cô độc. Dù tôi có vấp ngã, tôi biết sẽ có người tiếp tục bảo vệ Solaris."
Zuoyequnxing_168_24,"Với sức mạnh phi thường của bạn, điều đó quả thực là khả thi."
Zuoyequnxing_168_25,"Nhưng đối với những kẻ quá yếu để cứu người khác, chỉ có sự vô vọng chờ đợi ở cuối."
Zuoyequnxing_168_26,...Điều tôi đã học được khi không thể cứu Ashinohara.
Zuoyequnxing_168_27,"Bây giờ tôi chỉ có thể ôm chặt Suzu, để đảm bảo rằng sau Hiyuki... sẽ không còn Miko Hoa Anh Đào Rực Lửa nào nữa."
Zuoyequnxing_168_28,Đó... là tất cả những gì còn sót lại.
Zuoyequnxing_168_29,"Từ Lahai-Roi cho đến những vùng đất xa xôi Jinzhou và Rinascita, người dân đã đứng lên chiến đấu chống lại Threnodians."
Zuoyequnxing_168_30,Tôi đã từng là một phần của trận chiến đó. Nhưng lại giả vờ rằng tôi là lý do duy nhất khiến họ đứng vững? Rằng mọi thứ sẽ sụp đổ nếu tôi ra tay? Đó là sự kiêu ngạo. Đó là sự sỉ nhục đối với tất cả những ai đã chọn giữ vững lập trường của mình.
Zuoyequnxing_168_31,Những chiến thắng của tôi chưa bao giờ chỉ là của riêng tôi.
Zuoyequnxing_168_32,"Ngay cả khi chỉ một người đến được cuối con đường này, chúng ta vẫn chiến thắng."
Zuoyequnxing_168_33,Hiyuki. Khi bạn đi một mình và cảm thấy sức nặng đó... Hãy dừng lại giây lát. Nhìn xung quanh xem.
Zuoyequnxing_168_34,Dừng lại...
Zuoyequnxing_168_35,Bạn sẽ thấy rằng có những người tìm thấy sức mạnh từ bạn. Những người ở ngoài kia luôn tự hào về bạn.
Zuoyequnxing_168_36,"Và khi bạn cuối cùng cũng chạm đến hồi kết của hành trình, bạn sẽ nhận ra rằng mọi nỗ lực này chưa bao giờ là vô nghĩa."
Zuoyequnxing_168_37,Quả là sự xuất chúng đến mức đáng ghen tị.
Zuoyequnxing_168_38,Hả?
Zuoyequnxing_168_39,Nói lại đi?
Zuoyequnxing_168_40,Không có gì đâu. Tôi sẽ nói với bạn khi bạn trở lại.
Zuoyequnxing_168_41,Được rồi. Tôi sẽ sớm quay lại.
Zuoyequnxing_168_42,Tôi sẽ đứng vững tại đây cho đến khi Duskveil kích hoạt. Tôi sẽ chờ bạn... cùng với tất cả mọi người.
Zuoyequnxing_168_43,"Sau khi đánh bại Denia, bạn chuẩn bị cho hành trình vượt qua Stridergate. Hiyuki ngập ngừng khi bạn chuẩn bị rời đi, băn khoăn liệu một người cứu rỗi có nên bước đi trên con đường cô độc. Cô ấy tin rằng dẫn dắt người khác trên con đường này chỉ mời gọi tai ương—giống như những gì đã xảy ra với Aemeath. Nhưng bạn nói với cô ấy rằng bạn không hề hối tiếc, và luôn tự hào về con người Aemeath. Nhờ có cô ấy, bạn không còn cảm thấy cô đơn trên hành trình này nữa.
Lời nói của bạn gợi cho Hiyuki nhớ về người chị gái của mình, Gyokuro. Biểu cảm của cô ấy thoáng thay đổi, và cô ấy thú nhận rằng cô ấy hơi 'ghen' với bạn, rồi nói rằng cô ấy sẽ đợi bạn trở về an toàn tại đây."
Zuoyequnxing_170_1,Exostrider...
Zuoyequnxing_170_2,Ai đó bị Voidmatter nuốt chửng...?
Zuoyequnxing_170_3,"Lại đây. Sức mạnh của Exostrider gần cạn kiệt rồi, nhưng tôi sẽ cố gắng hết sức để bảo vệ cậu."
Zuoyequnxing_170_4,Tần số này...
Zuoyequnxing_170_5,Không. Sự tồn tại của bạn đã gần như—
Zuoyequnxing_170_6,"""Tôi đang ở đâu...?"""
Zuoyequnxing_170_7,"""Bão Hư Vô đã nuốt chửng tôi sao? Tôi... đã chết rồi ư?"""
Zuoyequnxing_170_8,Đây là Voidspace sao? Một chiều không gian cấp cao hơn ư?
Zuoyequnxing_170_9,Sự tồn tại của chúng ta... đang phai tàn...
Zuoyequnxing_170_10,Bạn vừa nói rằng thời gian và không gian... chẳng có ý nghĩa gì sao?
Zuoyequnxing_170_11,Ai đang nói vậy?
Zuoyequnxing_170_12,Tôi không thể nhìn thấy bạn... nhưng tôi cảm nhận được bạn.
Zuoyequnxing_170_13,Âm thanh không thể lan truyền nơi này. Nhưng những ý niệm thì vẫn tồn tại.
Zuoyequnxing_170_14,"""Exostrider?"""
Zuoyequnxing_170_15,Bạn đang làm gì?
Zuoyequnxing_170_16,Điều này vô nghĩa.
Zuoyequnxing_170_17,Đủ rồi đó!
Zuoyequnxing_170_18,Vô ích...
Zuoyequnxing_170_19,Cuộc đời chúng ta đã kết thúc trong hư vô.
Zuoyequnxing_170_20,Tôi đã nghe thấy tiếng <ano=frequency>kêu cứu</ano> của Exostrider. Tôi muốn tìm nó.
Zuoyequnxing_170_21,Thời gian và không gian chẳng là gì cả.
Zuoyequnxing_170_22,Bạn sẽ không bao giờ chạm tới được nó.
Zuoyequnxing_170_23,"Tôi hiểu Exostrider có ý nghĩa gì với Lahai-Roi, nhưng..."
Zuoyequnxing_170_24,Bạn muốn cứu nó ư? Bằng cách nào?
Zuoyequnxing_170_25,"""Ở đây chẳng có gì hợp lý cả!"""
Zuoyequnxing_170_27,"""..."""
Zuoyequnxing_170_28,"""Nhưng tôi... chúng ta..."""
Zuoyequnxing_170_29,"Chúng ta đã chạm tới các vì sao để vươn tới những điều bí ẩn, phải không?"
Zuoyequnxing_170_30,Bạn...
Zuoyequnxing_170_31,Đây là nơi chúng ta bắt nguồn.
Zuoyequnxing_170_32,Tọa độ không-thời gian lấy Exostrider làm điểm gốc ư? Nhưng điều đó là điều không thể xảy ra bên trong một lỗ đen...
Zuoyequnxing_170_33,"Giờ đây, chúng ta sẽ khắc ghi quá khứ bằng tương lai."
Zuoyequnxing_170_34,...Cảm ơn.
Zuoyequnxing_170_35,Bạn đã dùng sinh mạng của mình để khám phá những điều chưa biết. Tôi sẽ đảm bảo rằng sự hy sinh đó sẽ không hề vô ích.
Zuoyequnxing_170_36,Ánh sáng của Điểm Khởi Nguyên... <ano=Exostrider và tôi>Chúng ta</ano> sẽ gánh vác nó.
Zuoyequnxing_170_37,Aemeath?
Zuoyequnxing_170_38,Tôi đây.
Zuoyequnxing_170_39,"Aemeath, bạn có thể mang Bản sao Drive đến đây không? Nó là 'trái tim' mà họ đã chế tạo cho Exostrider."
Zuoyequnxing_170_40,"Đừng lo lắng. Lần này, chúng ta sẽ cùng nhau cứu thế giới."
Zuoyequnxing_170_41,...Được rồi. Tôi sẽ mang lại cho bạn niềm hy vọng của nhân loại.
Zuoyequnxing_170_42,Vậy... đợi tôi với.
Zuoyequnxing_170_43,Tại sao Exostrider lại ở đây?
Zuoyequnxing_170_44,Chuyện gì đã xảy ra?
Zuoyequnxing_170_45,"""Ánh sáng?"""
Zuoyequnxing_170_46,"""...Chúng ta nên làm gì?"""
Zuoyequnxing_170_49,Chỉ là một bước chân nữa trên hành trình khám phá dài đằng đẵng.
Zuoyequnxing_171_1,Ngôi sao... Đã chạm tới... Vô nghĩa... Lý do.
Zuoyequnxing_171_2,"Aleph-1 ở đây. Giờ phút này, bạn đang đối diện với tôi."
Zuoyequnxing_174_1,Mọi sinh vật... tan biến. Những làn sóng... dâng lên rồi lại rút đi. Điểm đến... là hư vô...
Zuoyequnxing_175_1,Tìm kiếm... Biên giới... Hủy diệt... Tiếng thở dài.
Zuoyequnxing_176_1,...
Zuoyequnxing_176_2,Tần số của Exostrider đang suy giảm...!
Zuoyequnxing_176_3,Tình trạng của bản sao bộ truyền động?
Zuoyequnxing_176_4,Sắp sẵn sàng rồi. Chúng ta chỉ cần dữ liệu hiệu chuẩn bây giờ thôi!
Zuoyequnxing_176_6,Chỉ số đang sắp mất tín hiệu!
Zuoyequnxing_177_1,Cảnh báo: Arbiter. Quá trình thăng cấp Mech đã hoàn tất. Hệ thống hoạt động ở mức tối đa. Sẵn sàng tái giao chiến với kẻ địch.
Zuoyequnxing_177_2,Exostrider... cậu tỉnh rồi sao?
Zuoyequnxing_177_3,"Đánh giá: Một 'trái tim người' đã hoạt động bên trong tôi. Giờ đây, tôi có thể cất lời bằng giọng nói của họ."
Zuoyequnxing_177_4,"Tại vùng đất băng giá, nơi văn minh không thể bén rễ, một ý chí tập thể đã được khai sinh. Một ý chí để khám phá những điều nằm ngoài kia."
Zuoyequnxing_177_5,Họ... đã chọn tôi.
Zuoyequnxing_180_1,Đây là cơ hội của chúng ta!
Zuoyequnxing_181_1,Phán quyết: Sự phán xét đã cận kề.
Zuoyequnxing_182_1,Sự hủy diệt... Tất yếu. Hành trình... Vô vọng. Khởi đầu... Ý chí?
Zuoyequnxing_182_2,Chỉ thị: Tôi đã vượt qua hành trình này để hoàn thành nhiệm vụ của mình. Sự sống trên hành tinh này có quyền khám phá sự bao la của vũ trụ.
Zuoyequnxing_182_3,Bạn chỉ xem các nền văn minh giữa các vì sao như nguồn thức ăn để xoa dịu cơn đói. Bạn không thể nào thấu hiểu được ý chí đã thúc đẩy chúng tồn tại.
Zuoyequnxing_182_4,Sự kết thúc... Hư vô. Ý nghĩa... Khổ đau...
Zuoyequnxing_182_5,"Ý kiến: Ngay cả khi biên giới cuối cùng của nhân loại là một khoảng không vô tận, điều đó cũng không chứng minh cho một sự theo đuổi vô nghĩa, Aleph-1."
Zuoyequnxing_184_1,Xác nhận: Trận chiến đã kết thúc. Các dấu vết Voidmatter trong khu vực này đã tiêu tán.
Zuoyequnxing_184_2,Nhưng... Threnodian Aleph-1 vẫn chưa bị phá hủy.
Zuoyequnxing_184_3,"Phân tích: Cộng Hưởng Giả Aemeath. Dựa trên các thông số hiện tại, việc chấm dứt vĩnh viễn Aleph‑1 là điều không thể."
Zuoyequnxing_184_4,"Do đó, tôi đã tự mình đưa ra phán quyết và trục xuất nó đến những góc khuất xa xôi nhất của vũ trụ này."
Zuoyequnxing_184_5,"Yêu cầu: Arbiter, xin phép được ở lại. Trước phán quyết cuối cùng của ngài, xin cho phép tôi trình bày bản ghi trải nghiệm của mình tại Lahai-Roi."
Zuoyequnxing_184_6,Tiến lên đi.
Zuoyequnxing_184_7,"Truy xuất Nhật ký: Trong nhiều lần di chuyển trở về, tôi đã bị Aleph‑1 phát hiện. Nó đã truy đuổi tôi, với mục tiêu là tiến vào Solaris qua Stridergate."
Zuoyequnxing_184_8,"Nó đã tấn công. Tôi ngã quỵ... nhưng Cộng Hưởng Giả Aemeath đã đáp lại tôi bằng sức mạnh của cô ấy, và tôi đã có thể trục xuất một phần của Aleph-1."
Zuoyequnxing_184_9,Đáng lẽ tôi nên kích hoạt một phong ấn hệ thống toàn diện để chờ sửa chữa. Nhưng tôi đã nhìn thấy vô số ánh mắt kinh hoàng.
Zuoyequnxing_184_10,Khám phá: Roya tại vùng băng giá đứng bất lực trước thảm họa Voidmatter của Threnodian.
Zuoyequnxing_184_11,"Tôi chứng kiến sự hoảng loạn và kinh hoàng. Theo quy trình đã được chia sẻ với Sentinels, tôi đã rút Bộ Nguồn Lò Phản Ứng của mình ra và bao bọc nó sâu trong băng. Sau đó, tôi tắt nguồn để chìm vào giấc ngủ."
Zuoyequnxing_184_12,Ngoại lệ: Một sự tái kích hoạt thoáng qua đã xảy ra. Cộng Hưởng Giả Aemeath đã cộng hưởng với tôi lần thứ hai.
Zuoyequnxing_184_13,Cô ấy đã yêu cầu sức mạnh của tôi để hàn gắn vết nứt Stridergate. Và tôi đã chấp thuận.
Zuoyequnxing_184_14,"Đó là lúc tôi trở thành một hồn ma số. Nhưng đó là lần ""thứ hai"" chúng ta cộng hưởng... hay là lần ""đầu tiên""?"
Zuoyequnxing_184_15,"Đánh giá ban đầu: Khi tái kích hoạt, quy trình tiêu chuẩn là yêu cầu bạn rút lui. Đối đầu trực tiếp với Aleph-1 là một sự phi lý về mặt chiến thuật."
Zuoyequnxing_184_16,Nhưng trái tim 'nhân loại' đã ban cho tôi tiếng nói. Ý chí của nền văn minh này đã trao cho tôi sức mạnh để cùng bạn đứng vững.
Zuoyequnxing_184_17,"Phân tích cấu tạo: Bản sao Drive này, do con người chế tạo, quá thô sơ và mong manh so với Drive gốc của tôi."
Zuoyequnxing_184_18,"Tôi có thể cảm nhận được từng chu kỳ rung động của nó. Bạo liệt, tự bào mòn qua mỗi nhịp đập."
Zuoyequnxing_184_19,"Sự ma sát chói tai, rít lên của sự hao mòn... Đây là lần đầu tiên tôi nghe thấy ""bản thân mình."" Một nhịp đập trái tim được ""họ"" ban tặng cho tôi."
Zuoyequnxing_184_20,"Với trái tim này được cấy ghép, tôi đã sở hữu những năng lực chưa từng được ghi nhận bên ngoài dòng mecha Sentinel."
Zuoyequnxing_184_21,"Dự đoán: Với những năng lực của Threnodian Aleph-1, chúng ta phải giả định rằng nó vẫn giữ được khả năng trở lại."
Zuoyequnxing_184_22,"Khi Cổng Strider đã được niêm phong hoàn toàn, tôi sẽ ở lại phía này với tư cách là người bảo vệ của nó. Tôi sẽ ngăn chặn nó tái xâm nhập vào Solaris."
Zuoyequnxing_184_23,Yêu cầu: Người Phán Quyết. Tôi được sinh ra từ niềm hy vọng của nhân loại. Xin hãy cho phép tôi được ở lại nơi này và bảo vệ họ cho đến khi trái tim này ngừng đập.
Zuoyequnxing_184_24,Được rồi. Quyền hạn đã được cấp.
Zuoyequnxing_184_25,Query: Resonator Aemeath. Bạn có sẵn lòng chấp nhận một phần sức mạnh của tôi không?
Zuoyequnxing_184_26,"Khi tôi mới đến Lahai-Roi, nhờ sự giúp đỡ của bạn, tôi đã có thể phong ấn Threnodian ở phía bên kia Stridergate."
Zuoyequnxing_184_27,"Tình trạng hiện tại của bạn là hệ quả mà tôi phải chịu trách nhiệm. Trong khi tôi say ngủ, bạn đã bảo vệ Lahai-Roi thay tôi."
Zuoyequnxing_184_28,"Giờ đây, cái chết từng cận kề đã bị cắt đứt. Từ nay về sau, người đồng hành của bạn sẽ là một ""sự sống"" trường tồn."
Zuoyequnxing_184_29,"Tóm tắt: Tôi đang trải qua trạng thái được định nghĩa là ""tội lỗi."""
Zuoyequnxing_184_30,"Hah! Ồ Exostrider, cậu lại phô bày hết tâm can của mình ra ngoài rồi sao?"
Zuoyequnxing_184_31,"Nhưng mà, tôi đã tự chọn con đường này. Tôi đã tìm thấy sự bình yên nơi nó đã kết thúc từ rất lâu rồi."
Zuoyequnxing_184_32,"Về câu hỏi của bạn... Vị cứu tinh này còn trách nhiệm phải gánh vác. Phải nâng cấp sức mạnh nếu muốn tiếp tục trấn áp những kẻ xấu, đúng không?"
Zuoyequnxing_184_33,"Sức mạnh của cậu sao? Tuyệt vời, tôi sẽ đoạt lấy nó."
Zuoyequnxing_184_34,Xác nhận: Đồng thuận của Cộng Hưởng Giả Aemeath đã được xác nhận. Giới hạn đồng bộ hóa đã được loại bỏ. Bắt đầu Cộng Hưởng.
Zuoyequnxing_184_35,"Suggestion: Đừng dám cảm thấy 'tội lỗi.' Cảm ơn bạn đã sống đúng với hy vọng của tôi. Vậy... chúng ta hãy để lời chia tay này thật vui vẻ, được không?"
Zuoyequnxing_184_36,Phát hiện: Arbiter. Bạn đã mang theo Cassette của mình.
Zuoyequnxing_184_37,"Đề xuất: Xin hãy cho phép tôi lấy nó. Tôi muốn khắc một tần số lên băng, để bạn trở về Lahai-Roi."
Zuoyequnxing_184_38,Tần số đó là gì?
Zuoyequnxing_184_39,"Báo cáo: Khi băng qua các vì sao với tốc độ cực cao, quỹ đạo của tôi đã từng giao cắt với một thiết bị thăm dò di chuyển chậm."
Zuoyequnxing_184_40,Thân tàu của nó mang ký tự Solaris. Ngày phóng của nó được ước tính là đã xảy ra từ rất lâu rồi.
Zuoyequnxing_184_41,"Tôi đã chặn và ghi lại tín hiệu mà nó liên tục truyền đến Solaris. Tên của nó là ""The Farwatcher."""
Zuoyequnxing_184_42,Mục tiêu: Tôi muốn trao tặng bản ghi âm này như một món quà cho người dân Lahai-Roi.
Zuoyequnxing_184_43,Trạng thái: Cổng Strider sắp đóng. Chuẩn bị đưa Arbiter và Cộng Hưởng Giả trở về Lahai-Roi.
Zuoyequnxing_184_44,"Query: Một điều cuối cùng, Arbiter. Ngài có thể cho phép tôi thay đổi danh xưng của mình thành cái tên ""Lahai-Roi"" được không?"
Zuoyequnxing_184_45,Tất nhiên.
Zuoyequnxing_184_46,Tại sao?
Zuoyequnxing_184_47,"Hoàn tất thay đổi danh hiệu. Cảm ơn, Arbiter."
Zuoyequnxing_184_48,Mục tiêu: Tôi khao khát luôn được nhắc nhở về cội nguồn trái tim mình.
Zuoyequnxing_184_49,Như bạn muốn.
Zuoyequnxing_184_50,"Hoàn tất thay đổi danh hiệu. Cảm ơn, Arbiter."
Zuoyequnxing_184_51,"Lời tiễn biệt: Tạm biệt, Arbiter. Xin hãy chuyển lời tạm biệt ngắn ngủi của tôi đến những người đã tôi luyện trái tim này."
Zuoyequnxing_184_52,Tiên đoán—Chúng ta sẽ gặp lại nhau trong biển sao vô tận.
Zuoyequnxing_184_53,"Cho đến khi chúng ta gặp lại, nơi đại dương sao vô tận."
Zuoyequnxing_184_54,"Khi Drive Replica được tích hợp vào Exostrider, nó hoàn tất quá trình thăng hoa và trở thành một Sentinel. Bạn và Aemeath cùng nhau điều khiển nó để đánh bại cỗ máy được Aleph-1 tạo ra. Nhưng chiến thắng này không hề vĩnh cửu. Exostrider cảnh báo rằng việc trục xuất Aleph-1 vào vực sâu vũ trụ chỉ là một biện pháp tạm thời. Nó vẫn còn khả năng quay trở lại vào một ngày nào đó. Vì lý do này, Exostrider quyết định ban tặng một phần sức mạnh của mình cho Aemeath và chọn ở lại phía bên kia của Stridergate, canh giữ nền văn minh đã ban tặng nó một trái tim cho đến tận cùng. Trước khi chia tay, Exostrider đã yêu cầu sự cho phép của bạn để thay đổi danh hiệu, mang một cái tên mới: ""Lahai-Roi."" Sau đó, nó để lại một món quà dành cho người dân Lahai-Roi bên trong Cassette của bạn."
Zuoyequnxing_185_1,Lâu lắm rồi tôi chưa gặp Solaris. Cảm giác thật lạ lẫm và hoài niệm.
Zuoyequnxing_185_2,"Giờ đây, khi Aleph-1 đã bị đẩy ra khỏi rìa vũ trụ, Lahai-Roi cuối cùng cũng có thể thở phào nhẹ nhõm."
Zuoyequnxing_185_3,Tôi đã định nói rằng lần này chúng ta đã cứu được thế giới. Nhưng nói thật thì...
Zuoyequnxing_185_4,"Chính những nhà thám hiểm đã rơi vào Voidmatter. Họ là những kẻ đã lập bản đồ dữ liệu về tôi và Exostrider bên trong hố đen của Threnodian. Tất cả những gì tôi làm chỉ là ghi lại những phát hiện của họ lên một băng cassette này, dành cho bạn."
Zuoyequnxing_185_5,"Và chính người dân Lahai-Roi đã giải mã chiếc Cassette và chế tạo ra Bản sao Drive. Nhờ đó, Exostrider cuối cùng đã trục xuất được Threnodian."
Zuoyequnxing_185_6,Vậy ra... đây không phải là câu chuyện về những người hùng cứu rỗi thế giới. Mà là thế giới này đang cứu rỗi những người hùng của nó. Phải không?
Zuoyequnxing_185_7,Vâng. Và giờ thì... chúng ta đã về nhà rồi.
Zuoyequnxing_185_8,Bạn quay lại rồi à?
Zuoyequnxing_185_9,"À, tôi trở lại rồi đây."
Zuoyequnxing_186_1,"Trong hoạt động gần đây của Aleph-1, tác động đã được kiềm chế thành công tại Đồng bằng Dimmr."
Zuoyequnxing_186_2,"Trong chính vùng Đồng bằng, nồng độ Voidmatter đã giảm đáng kể tại hầu hết các khu vực."
Zuoyequnxing_186_3,Dữ liệu giám sát từ Tập thể Spacetrek xác nhận rằng các dấu hiệu Threnodian trong khu vực Lahai-Roi hiện đã giảm xuống mức gần bằng không.
Zuoyequnxing_186_4,"Hoạt động của Exostrider đã chấm dứt hoàn toàn. Tuy nhiên, các nghiên cứu liên quan về công nghệ của nó vẫn sẽ tiếp diễn."
Zuoyequnxing_186_5,Các đơn vị Mech do Startorch Academy triển khai đã vô hiệu hóa thành công tất cả các cấu trúc dị thường do Threnodian kích hoạt trên khắp Lahai-Roi.
Zuoyequnxing_186_6,Kinh nghiệm thu được qua nhiệm vụ này sẽ được lưu giữ.
Zuoyequnxing_186_7,"Tại Rừng Bjartr, khu vực gần nhất với vụ đột phá của Threnodian đã xác nhận thiệt hại cấu trúc một phần. Nhìn chung, tình hình vẫn nằm trong tầm kiểm soát."
Zuoyequnxing_186_8,"Khi mức Voidmatter tiếp tục giảm, Roya sẽ khôi phục quyền tiếp cận một phạm vi lãnh thổ rộng lớn và ổn định hơn."
Zuoyequnxing_186_9,"Từng bị bao phủ bởi Voidmatter, Lahai-Roi giờ đây đã được phục hồi. Điều này là nhờ vào sự lựa chọn của từng nhà thám hiểm."
Zuoyequnxing_186_10,"Con đường phía trước trải dài vô tận. Chúng ta sẽ chạm tới các vì sao. Và sau đó, chúng ta sẽ không ngừng tiến bước."
Zuoyequnxing_187_1,Bạn đã làm được rồi!
Zuoyequnxing_187_2,"Hóa ra, việc giải mã thứ mà Exostrider đã khắc vào Cassette của bạn khó hơn nhiều so với những gì The Institute nghĩ. Họ chỉ vừa mới hoàn thành hôm nay thôi!"
Zuoyequnxing_187_3,"Ở đây này, {PlayerName}! Mọi người đang đợi bạn!"
Zuoyequnxing_187_4,"Rốt cuộc nó là gì... Ôi, tôi nóng lòng muốn khám phá."
Zuoyequnxing_187_5,Người Quan Sát Từ Xa.
Zuoyequnxing_187_6,"Phải nói thật, {PlayerName}, tôi đã vô cùng bất ngờ khi bạn trao cho tôi cuộn băng này và nhắc đến cái tên đó."
